time_stamp,car_pose_front_axle_x_meters,car_pose_front_axle_y_meters,car_pose_yaw_degrees
1747817579.940687,19.798,0.928,-2.833
1747817579.955825,19.838,0.925,-2.833
1747817579.961116,19.852,0.924,-2.864
1747817579.976551,19.893,0.921,-2.864
1747817579.980431,19.903,0.921,-2.893
1747817579.998153,19.950,0.917,-2.893
1747817580.000742,19.957,0.917,-2.922
1747817580.017643,20.002,0.913,-2.922
1747817580.021105,20.011,0.913,-2.949
1747817580.040337,20.062,0.909,-2.976
1747817580.040337,20.062,0.909,-2.976
1747817580.058239,20.109,0.905,-2.976
1747817580.060730,20.115,0.905,-3.003
1747817580.080767,20.168,0.901,-3.003
1747817580.081015,20.169,0.901,-3.029
1747817580.100940,20.222,0.896,-3.059
1747817580.100940,20.222,0.896,-3.059
1747817580.121001,20.275,0.892,-3.087
1747817580.123683,20.282,0.892,-3.087
1747817580.141202,20.328,0.888,-3.116
1747817580.146476,20.342,0.887,-3.116
1747817580.160501,20.380,0.884,-3.148
1747817580.170004,20.405,0.882,-3.148
1747817580.180602,20.434,0.880,-3.176
1747817580.180602,20.434,0.880,-3.176
1747817580.200786,20.487,0.875,-3.202
1747817580.200786,20.487,0.875,-3.202
1747817580.221102,20.542,0.871,-3.230
1747817580.221102,20.542,0.871,-3.230
1747817580.241794,20.598,0.866,-3.258
1747817580.241794,20.598,0.866,-3.258
1747817580.260786,20.649,0.862,-3.285
1747817580.263353,20.656,0.861,-3.285
1747817580.281180,20.704,0.858,-3.312
1747817580.283782,20.711,0.857,-3.312
1747817580.300321,20.755,0.853,-3.342
1747817580.304787,20.767,0.852,-3.342
1747817580.320411,20.810,0.849,-3.370
1747817580.326872,20.827,0.847,-3.370
1747817580.340723,20.865,0.844,-3.393
1747817580.345896,20.879,0.843,-3.393
1747817580.361077,20.920,0.839,-3.428
1747817580.366227,20.934,0.838,-3.428
1747817580.380952,20.974,0.835,-3.453
1747817580.386877,20.990,0.833,-3.453
1747817580.400132,21.026,0.830,-3.486
1747817580.408039,21.048,0.829,-3.486
1747817580.420384,21.082,0.826,-3.519
1747817580.427186,21.100,0.824,-3.519
1747817580.440530,21.136,0.821,-3.538
1747817580.446214,21.152,0.820,-3.538
1747817580.461031,21.192,0.816,-3.567
1747817580.472440,21.223,0.813,-3.567
1747817580.480101,21.244,0.812,-3.595
1747817580.480101,21.244,0.812,-3.595
1747817580.500418,21.300,0.807,-3.600
1747817580.513660,21.336,0.804,-3.600
1747817580.520650,21.355,0.802,-3.608
1747817580.532605,21.388,0.799,-3.608
1747817580.540991,21.411,0.797,-3.616
1747817580.551997,21.441,0.795,-3.616
1747817580.560437,21.465,0.793,-3.622
1747817580.572945,21.499,0.790,-3.622
1747817580.580750,21.520,0.788,-3.654
1747817580.593286,21.555,0.785,-3.654
1747817580.601463,21.577,0.784,-3.690
1747817580.613214,21.609,0.781,-3.690
1747817580.620600,21.629,0.779,-3.708
1747817580.634349,21.666,0.776,-3.708
1747817580.641084,21.685,0.775,-3.734
1747817580.641084,21.685,0.775,-3.734
1747817580.660384,21.735,0.770,-3.766
1747817580.660384,21.735,0.770,-3.766
1747817580.681075,21.790,0.766,-3.800
1747817580.681075,21.790,0.766,-3.800
1747817580.700608,21.840,0.762,-3.846
1747817580.700608,21.840,0.762,-3.846
1747817580.720968,21.892,0.757,-3.872
1747817580.720968,21.892,0.757,-3.872
1747817580.741082,21.944,0.753,-3.895
1747817580.741082,21.944,0.753,-3.895
1747817580.760161,21.992,0.749,-3.933
1747817580.760161,21.992,0.749,-3.933
1747817580.780371,22.044,0.745,-3.962
1747817580.780371,22.044,0.745,-3.962
1747817580.800511,22.094,0.741,-3.980
1747817580.800511,22.094,0.741,-3.980
1747817580.820911,22.145,0.736,-3.991
1747817580.820911,22.145,0.736,-3.991
1747817580.840125,22.192,0.733,-3.957
1747817580.840125,22.192,0.733,-3.957
1747817580.860348,22.243,0.728,-3.998
1747817580.860348,22.243,0.728,-3.998
1747817580.881167,22.295,0.724,-4.029
1747817580.881167,22.295,0.724,-4.029
1747817580.901927,22.346,0.720,-4.062
1747817580.901927,22.346,0.720,-4.062
1747817580.921113,22.393,0.716,-4.077
1747817580.921113,22.393,0.716,-4.077
1747817580.940514,22.439,0.713,-4.076
1747817580.940514,22.439,0.713,-4.076
1747817580.960968,22.489,0.709,-4.114
1747817580.968012,22.506,0.707,-4.114
1747817580.980319,22.536,0.705,-4.144
1747817580.991165,22.562,0.703,-4.144
1747817581.000454,22.584,0.701,-4.178
1747817581.012814,22.613,0.699,-4.178
1747817581.020576,22.631,0.697,-4.195
1747817581.032280,22.659,0.695,-4.195
1747817581.040760,22.679,0.693,-4.199
1747817581.051510,22.703,0.691,-4.199
1747817581.060175,22.722,0.690,-4.225
1747817581.071017,22.746,0.688,-4.225
1747817581.080477,22.768,0.686,-4.255
1747817581.092080,22.793,0.684,-4.255
1747817581.100819,22.813,0.682,-4.237
1747817581.115150,22.844,0.680,-4.237
1747817581.120138,22.854,0.679,-4.256
1747817581.137400,22.891,0.676,-4.256
1747817581.140711,22.898,0.676,-4.281
1747817581.157799,22.935,0.673,-4.281
1747817581.161257,22.943,0.672,-4.278
1747817581.161257,22.943,0.672,-4.278
1747817581.180495,22.985,0.669,-4.307
1747817581.180495,22.985,0.669,-4.307
1747817581.200687,23.026,0.665,-4.337
1747817581.200687,23.026,0.665,-4.337
1747817581.221117,23.069,0.662,-4.347
1747817581.221117,23.069,0.662,-4.347
1747817581.240179,23.108,0.659,-4.375
1747817581.240179,23.108,0.659,-4.375
1747817581.266517,23.162,0.654,-4.400
1747817581.266517,23.162,0.654,-4.400
1747817581.286947,23.203,0.651,-4.417
1747817581.286947,23.203,0.651,-4.417
1747817581.307026,23.242,0.648,-4.441
1747817581.307026,23.242,0.648,-4.441
1747817581.328863,23.283,0.645,-4.452
1747817581.328863,23.283,0.645,-4.452
1747817581.340241,23.305,0.643,-4.453
1747817581.350651,23.324,0.641,-4.453
1747817581.360389,23.341,0.640,-4.457
1747817581.372924,23.364,0.638,-4.457
1747817581.380570,23.378,0.637,-4.457
1747817581.394970,23.404,0.635,-4.457
1747817581.401015,23.415,0.634,-4.459
1747817581.416514,23.442,0.632,-4.459
1747817581.420997,23.450,0.631,-4.454
1747817581.438055,23.480,0.629,-4.454
1747817581.441153,23.485,0.628,-4.446
1747817581.458311,23.515,0.626,-4.446
1747817581.460184,23.518,0.625,-4.447
1747817581.460184,23.518,0.625,-4.447
1747817581.482443,23.556,0.622,-4.440
1747817581.482443,23.556,0.622,-4.440
1747817581.506914,23.597,0.619,-4.451
1747817581.506914,23.597,0.619,-4.451
1747817581.526473,23.629,0.616,-4.465
1747817581.526473,23.629,0.616,-4.465
1747817581.545430,23.661,0.614,-4.481
1747817581.545430,23.661,0.614,-4.481
1747817581.568401,23.698,0.611,-4.506
1747817581.580112,23.717,0.609,-4.540
1747817581.588723,23.731,0.608,-4.540
1747817581.600256,23.750,0.607,-4.571
1747817581.609711,23.765,0.605,-4.571
1747817581.620353,23.782,0.604,-4.612
1747817581.628692,23.795,0.603,-4.612
1747817581.640436,23.814,0.601,-4.656
1747817581.648821,23.827,0.600,-4.656
1747817581.660595,23.845,0.599,-4.699
1747817581.671203,23.862,0.597,-4.699
1747817581.680696,23.877,0.596,-4.745
1747817581.680696,23.877,0.596,-4.745
1747817581.700826,23.908,0.593,-4.785
1747817581.700826,23.908,0.593,-4.785
1747817581.720879,23.939,0.590,-4.819
1747817581.720879,23.939,0.590,-4.819
1747817581.741236,23.971,0.588,-4.850
1747817581.741236,23.971,0.588,-4.850
1747817581.760723,24.001,0.585,-4.877
1747817581.760723,24.001,0.585,-4.877
1747817581.781015,24.032,0.582,-4.898
1747817581.781015,24.032,0.582,-4.898
1747817581.801194,24.063,0.580,-4.915
1747817581.801194,24.063,0.580,-4.915
1747817581.821193,24.093,0.577,-4.927
1747817581.821193,24.093,0.577,-4.927
1747817581.840295,24.122,0.574,-4.935
1747817581.840295,24.122,0.574,-4.935
1747817581.860387,24.152,0.571,-4.943
1747817581.860387,24.152,0.571,-4.943
1747817581.880571,24.183,0.569,-4.951
1747817581.892087,24.200,0.567,-4.951
1747817581.900740,24.213,0.566,-4.956
1747817581.911318,24.229,0.564,-4.956
1747817581.920747,24.243,0.563,-4.961
1747817581.920747,24.243,0.563,-4.961
1747817581.940878,24.272,0.561,-4.969
1747817581.940878,24.272,0.561,-4.969
1747817581.960174,24.300,0.558,-4.978
1747817581.960174,24.300,0.558,-4.978
1747817581.980294,24.330,0.555,-4.987
1747817581.984445,24.336,0.555,-4.987
1747817582.000565,24.359,0.552,-4.996
1747817582.004781,24.365,0.552,-4.996
1747817582.021249,24.389,0.550,-5.006
1747817582.028821,24.400,0.549,-5.006
1747817582.040255,24.417,0.547,-5.017
1747817582.048678,24.429,0.546,-5.017
1747817582.060606,24.446,0.544,-5.025
1747817582.068266,24.457,0.543,-5.025
1747817582.080704,24.475,0.541,-5.034
1747817582.087914,24.486,0.540,-5.034
1747817582.100901,24.505,0.539,-5.044
1747817582.106762,24.513,0.538,-5.044
1747817582.121157,24.534,0.536,-5.051
1747817582.127867,24.544,0.535,-5.051
1747817582.141403,24.563,0.533,-5.059
1747817582.147297,24.572,0.532,-5.059
1747817582.161216,24.593,0.530,-5.063
1747817582.167029,24.601,0.529,-5.063
1747817582.180605,24.621,0.528,-5.068
1747817582.187277,24.631,0.527,-5.068
1747817582.200226,24.650,0.525,-5.068
1747817582.211830,24.667,0.523,-5.068
1747817582.220920,24.680,0.522,-5.069
1747817582.233006,24.698,0.520,-5.069
1747817582.240381,24.709,0.519,-5.069
1747817582.252970,24.728,0.517,-5.069
1747817582.260648,24.739,0.516,-5.073
1747817582.260648,24.739,0.516,-5.073
1747817582.280916,24.769,0.514,-5.074
1747817582.280916,24.769,0.514,-5.074
1747817582.301561,24.799,0.511,-5.069
1747817582.301561,24.799,0.511,-5.069
1747817582.325126,24.835,0.507,-5.067
1747817582.325126,24.835,0.507,-5.067
1747817582.344767,24.865,0.505,-5.074
1747817582.344767,24.865,0.505,-5.074
1747817582.360404,24.888,0.502,-5.077
1747817582.367329,24.899,0.501,-5.077
1747817582.380706,24.919,0.499,-5.078
1747817582.388427,24.930,0.498,-5.078
1747817582.400899,24.949,0.497,-5.088
1747817582.408419,24.960,0.496,-5.088
1747817582.421045,24.978,0.494,-5.093
1747817582.429535,24.990,0.493,-5.093
1747817582.441154,25.006,0.491,-5.097
1747817582.449387,25.018,0.490,-5.097
1747817582.460323,25.033,0.489,-5.113
1747817582.473134,25.050,0.487,-5.113
1747817582.480531,25.060,0.486,-5.125
1747817582.492051,25.076,0.485,-5.125
1747817582.500703,25.088,0.483,-5.141
1747817582.510897,25.102,0.482,-5.141
1747817582.520722,25.115,0.481,-5.158
1747817582.531209,25.129,0.480,-5.158
1747817582.541152,25.142,0.478,-5.178
1747817582.552728,25.157,0.477,-5.178
1747817582.560356,25.167,0.476,-5.197
1747817582.574825,25.186,0.474,-5.197
1747817582.580814,25.194,0.473,-5.218
1747817582.580814,25.194,0.473,-5.218
1747817582.601209,25.220,0.471,-5.240
1747817582.601209,25.220,0.471,-5.240
1747817582.620604,25.244,0.468,-5.259
1747817582.620604,25.244,0.468,-5.259
1747817582.640766,25.270,0.466,-5.281
1747817582.640766,25.270,0.466,-5.281
1747817582.661176,25.295,0.463,-5.299
1747817582.661176,25.295,0.463,-5.299
1747817582.680422,25.319,0.461,-5.316
1747817582.680422,25.319,0.461,-5.316
1747817582.703646,25.348,0.458,-5.328
1747817582.703646,25.348,0.458,-5.328
1747817582.723378,25.371,0.455,-5.343
1747817582.723378,25.371,0.455,-5.343
1747817582.743524,25.396,0.453,-5.354
1747817582.743524,25.396,0.453,-5.354
1747817582.764009,25.421,0.450,-5.364
1747817582.764009,25.421,0.450,-5.364
1747817582.786348,25.447,0.448,-5.371
1747817582.786348,25.447,0.448,-5.371
1747817582.805950,25.470,0.445,-5.376
1747817582.805950,25.470,0.445,-5.376
1747817582.820647,25.487,0.444,-5.384
1747817582.828296,25.496,0.443,-5.384
1747817582.848289,25.519,0.440,-5.390
1747817582.848289,25.519,0.440,-5.390
1747817582.860595,25.533,0.439,-5.399
1747817582.871778,25.546,0.437,-5.399
1747817582.880754,25.556,0.436,-5.408
1747817582.892872,25.570,0.435,-5.408
1747817582.901271,25.579,0.434,-5.419
1747817582.913804,25.593,0.433,-5.419
1747817582.921035,25.601,0.432,-5.428
1747817582.937768,25.619,0.430,-5.428
1747817582.940220,25.622,0.430,-5.437
1747817582.940220,25.622,0.430,-5.437
1747817582.960508,25.643,0.427,-5.444
1747817582.979162,25.663,0.425,-5.444
1747817582.980705,25.664,0.425,-5.452
1747817582.998564,25.682,0.423,-5.452
1747817583.000830,25.685,0.423,-5.449
1747817583.019549,25.704,0.421,-5.449
1747817583.021055,25.705,0.421,-5.445
1747817583.021055,25.705,0.421,-5.445
1747817583.041363,25.726,0.419,-5.441
1747817583.041363,25.726,0.419,-5.441
1747817583.060904,25.746,0.417,-5.430
1747817583.060904,25.746,0.417,-5.430
1747817583.083720,25.769,0.414,-5.423
1747817583.083720,25.769,0.414,-5.423
1747817583.107860,25.793,0.412,-5.416
1747817583.107860,25.793,0.412,-5.416
1747817583.127872,25.812,0.410,-5.410
1747817583.127872,25.812,0.410,-5.410
1747817583.141144,25.825,0.408,-5.408
1747817583.150858,25.834,0.407,-5.408
1747817583.160595,25.843,0.406,-5.408
1747817583.176118,25.858,0.405,-5.408
1747817583.181034,25.862,0.404,-5.408
1747817583.197011,25.877,0.403,-5.408
1747817583.200345,25.880,0.403,-5.419
1747817583.218862,25.897,0.401,-5.419
1747817583.220936,25.899,0.401,-5.430
1747817583.240292,25.917,0.399,-5.445
1747817583.240292,25.917,0.399,-5.445
1747817583.260175,25.935,0.397,-5.462
1747817583.260175,25.935,0.397,-5.462
1747817583.280381,25.954,0.395,-5.484
1747817583.280381,25.954,0.395,-5.484
1747817583.300651,25.973,0.393,-5.505
1747817583.300651,25.973,0.393,-5.505
1747817583.321055,25.991,0.391,-5.528
1747817583.322445,25.993,0.391,-5.528
1747817583.341220,26.010,0.389,-5.548
1747817583.341840,26.010,0.389,-5.548
1747817583.360463,26.027,0.387,-5.569
1747817583.364859,26.031,0.387,-5.569
1747817583.381083,26.046,0.385,-5.587
1747817583.388132,26.052,0.384,-5.587
1747817583.400378,26.063,0.383,-5.602
1747817583.400378,26.063,0.383,-5.602
1747817583.420890,26.082,0.381,-5.610
1747817583.431824,26.092,0.380,-5.610
1747817583.440673,26.100,0.379,-5.615
1747817583.451123,26.109,0.378,-5.615
1747817583.460869,26.118,0.377,-5.619
1747817583.460869,26.118,0.377,-5.619
1747817583.481178,26.136,0.375,-5.621
1747817583.481178,26.136,0.375,-5.621
1747817583.500323,26.153,0.374,-5.624
1747817583.500323,26.153,0.374,-5.624
1747817583.520581,26.171,0.372,-5.623
1747817583.520581,26.171,0.372,-5.623
1747817583.541102,26.190,0.370,-5.616
1747817583.552322,26.200,0.369,-5.616
1747817583.560331,26.207,0.368,-5.618
1747817583.560331,26.207,0.368,-5.618
1747817583.580685,26.226,0.366,-5.620
1747817583.580685,26.226,0.366,-5.620
1747817583.600852,26.244,0.364,-5.615
1747817583.613869,26.256,0.363,-5.615
1747817583.620199,26.262,0.363,-5.614
1747817583.633746,26.275,0.361,-5.614
1747817583.640229,26.281,0.361,-5.627
1747817583.653425,26.294,0.360,-5.627
1747817583.660483,26.300,0.359,-5.646
1747817583.673300,26.313,0.358,-5.646
1747817583.680707,26.320,0.357,-5.667
1747817583.680707,26.320,0.357,-5.667
1747817583.700933,26.339,0.355,-5.693
1747817583.714386,26.352,0.354,-5.693
1747817583.721192,26.359,0.353,-5.719
1747817583.721192,26.359,0.353,-5.719
1747817583.741255,26.379,0.351,-5.750
1747817583.741255,26.379,0.351,-5.750
1747817583.760378,26.397,0.349,-5.780
1747817583.760378,26.397,0.349,-5.780
1747817583.780580,26.417,0.347,-5.804
1747817583.780580,26.417,0.347,-5.804
1747817583.800696,26.435,0.346,-5.821
1747817583.800696,26.435,0.346,-5.821
1747817583.820687,26.454,0.344,-5.828
1747817583.833901,26.466,0.343,-5.828
1747817583.840709,26.473,0.342,-5.828
1747817583.852937,26.484,0.341,-5.828
1747817583.860737,26.491,0.340,-5.832
1747817583.872418,26.502,0.339,-5.832
1747817583.880704,26.510,0.338,-5.823
1747817583.880704,26.510,0.338,-5.823
1747817583.900840,26.527,0.337,-5.808
1747817583.900840,26.527,0.337,-5.808
1747817583.920151,26.543,0.335,-5.794
1747817583.920151,26.543,0.335,-5.794
1747817583.940326,26.560,0.334,-5.779
1747817583.940326,26.560,0.334,-5.779
1747817583.960683,26.577,0.332,-5.765
1747817583.960683,26.577,0.332,-5.765
1747817583.980958,26.594,0.330,-5.752
1747817583.980958,26.594,0.330,-5.752
1747817584.001653,26.611,0.329,-5.746
1747817584.001653,26.611,0.329,-5.746
1747817584.021229,26.627,0.327,-5.740
1747817584.021229,26.627,0.327,-5.740
1747817584.040250,26.643,0.326,-5.742
1747817584.040250,26.643,0.326,-5.742
1747817584.062000,26.661,0.324,-5.750
1747817584.062000,26.661,0.324,-5.750
1747817584.080155,26.675,0.323,-5.758
1747817584.088365,26.682,0.322,-5.758
1747817584.101215,26.693,0.321,-5.770
1747817584.110455,26.700,0.321,-5.770
1747817584.120789,26.709,0.320,-5.787
1747817584.133895,26.719,0.319,-5.787
1747817584.141068,26.725,0.318,-5.801
1747817584.153598,26.735,0.317,-5.801
1747817584.160192,26.741,0.317,-5.822
1747817584.173608,26.752,0.316,-5.822
1747817584.180398,26.757,0.316,-5.845
1747817584.196464,26.770,0.314,-5.845
1747817584.200956,26.774,0.314,-5.865
1747817584.200956,26.774,0.314,-5.865
1747817584.222383,26.791,0.313,-5.888
1747817584.222383,26.791,0.313,-5.888
1747817584.241205,26.806,0.311,-5.910
1747817584.241205,26.806,0.311,-5.910
1747817584.260736,26.822,0.310,-5.930
1747817584.260736,26.822,0.310,-5.930
1747817584.282056,26.839,0.308,-5.952
1747817584.282056,26.839,0.308,-5.952
1747817584.302059,26.854,0.307,-5.966
1747817584.302059,26.854,0.307,-5.966
1747817584.324496,26.871,0.305,-5.975
1747817584.324496,26.871,0.305,-5.975
1747817584.345184,26.887,0.304,-5.986
1747817584.345184,26.887,0.304,-5.986
1747817584.366022,26.902,0.303,-5.985
1747817584.366022,26.902,0.303,-5.985
1747817584.380939,26.912,0.302,-5.984
1747817584.389791,26.918,0.301,-5.984
1747817584.401221,26.926,0.301,-5.981
1747817584.409568,26.931,0.300,-5.981
1747817584.420374,26.938,0.300,-5.972
1747817584.429765,26.944,0.299,-5.972
1747817584.440482,26.951,0.299,-5.968
1747817584.450417,26.957,0.298,-5.968
1747817584.460752,26.963,0.298,-5.962
1747817584.469595,26.968,0.297,-5.962
1747817584.480731,26.974,0.297,-5.953
1747817584.495326,26.983,0.296,-5.953
1747817584.501215,26.986,0.296,-5.950
1747817584.517141,26.991,0.295,-5.950
1747817584.520298,26.992,0.295,-5.947
1747817584.520298,26.992,0.295,-5.947
1747817584.542130,26.998,0.295,-5.949
1747817584.542130,26.998,0.295,-5.949
1747817584.564690,27.003,0.294,-5.953
1747817584.564690,27.003,0.294,-5.953
1747817584.586338,27.003,0.294,-5.958
1747817584.586338,27.003,0.294,-5.958
1747817584.605860,27.003,0.294,-5.963
1747817584.605860,27.003,0.294,-5.963
1747817584.626548,27.003,0.294,-5.976
1747817584.626548,27.003,0.294,-5.976
1747817584.646212,27.003,0.294,-5.982
1747817584.646212,27.003,0.294,-5.982
1747817584.661231,27.003,0.294,-5.993
1747817584.671386,27.003,0.294,-5.993
1747817584.680400,27.003,0.294,-6.000
1747817584.693963,27.003,0.294,-6.000
1747817584.700578,27.003,0.294,-6.012
1747817584.714815,27.003,0.294,-6.012
1747817584.720866,27.003,0.294,-6.016
1747817584.738012,27.003,0.294,-6.016
1747817584.740982,27.003,0.294,-6.022
1747817584.758821,27.003,0.294,-6.022
1747817584.761143,27.003,0.294,-6.021
1747817584.780243,27.003,0.294,-6.025
1747817584.780243,27.003,0.294,-6.025
1747817584.800434,27.003,0.294,-6.026
1747817584.800434,27.003,0.294,-6.026
1747817584.821026,27.003,0.294,-6.020
1747817584.821026,27.003,0.294,-6.020
1747817584.841148,27.003,0.294,-6.016
1747817584.841148,27.003,0.294,-6.016
1747817584.860854,27.003,0.294,-6.011
1747817584.863441,27.003,0.294,-6.011
1747817584.880289,27.003,0.294,-6.009
1747817584.884635,27.003,0.294,-6.009
1747817584.900552,27.003,0.294,-6.001
1747817584.904514,27.003,0.294,-6.001
1747817584.920415,27.003,0.294,-6.000
1747817584.925474,27.003,0.294,-6.000
1747817584.940933,27.003,0.294,-5.998
1747817584.944735,27.003,0.294,-5.998
1747817584.961246,27.003,0.294,-6.002
1747817584.965314,27.003,0.294,-6.002
1747817584.980481,27.003,0.294,-6.006
1747817584.984959,27.003,0.294,-6.006
1747817585.000754,27.003,0.294,-6.010
1747817585.006220,27.003,0.294,-6.010
1747817585.020918,27.003,0.294,-6.017
1747817585.026418,27.003,0.294,-6.017
1747817585.041103,27.003,0.294,-6.026
1747817585.046432,27.003,0.294,-6.026
1747817585.060618,27.003,0.294,-6.034
1747817585.068080,27.003,0.294,-6.034
1747817585.081098,27.003,0.294,-6.042
1747817585.088715,27.003,0.294,-6.042
1747817585.101270,27.003,0.294,-6.050
1747817585.110555,27.003,0.294,-6.050
1747817585.120425,27.003,0.294,-6.060
